date,fwi,fbupinx,drtcode,dufmcode,ffmcode,fdsrte,infsinx
2006-01-14,2.9668894,41.677208,319.1899,27.671288,39.8877,0.99235,0.7628832
2006-01-15,2.795038,41.078568,316.48657,27.258665,35.387733,0.9113026,0.67141014
2006-01-16,2.4860134,40.125507,313.48224,26.657568,32.10805,0.7819721,0.5564296
2006-01-17,2.1888697,39.12825,309.09647,26.017475,32.085377,0.6487286,0.48297024
2006-01-18,2.0151014,37.8316,303.64716,25.200462,28.101585,0.59746444,0.44386262
2006-01-19,2.0873275,37.57611,300.83722,25.126806,42.490097,0.6212427,0.5357994
2006-01-20,2.641178,38.014153,302.16956,25.528452,56.0094,0.80582935,1.0917867
2006-01-21,3.425339,38.44295,303.4685,25.905546,53.3871,1.0612544,1.544659
2006-01-22,2.9998782,38.47357,303.49133,25.828278,44.654327,1.0081916,0.9247443
2006-01-23,2.7931628,38.432987,303.07913,25.762999,45.74786,0.93225557,0.77480614
2006-01-24,2.6482186,38.301414,302.12277,25.65959,44.653534,0.8542366,0.7565725
2006-01-25,2.6582832,38.446995,302.06284,25.77542,44.680824,0.8719129,0.748048
2006-01-26,2.6679642,38.53134,301.54333,25.86323,47.83003,0.8614647,0.7962804
2006-01-27,2.5891554,37.989746,298.5452,25.498556,40.931583,0.8225195,0.71068704
2006-01-28,2.9854944,38.949017,299.9008,26.275274,53.897583,0.9824004,1.0275029
2006-01-29,2.8860238,39.11554,299.71533,26.424465,54.935535,0.91377366,1.0224265
2006-01-30,2.8338275,39.305748,300.30026,26.628828,58.99275,0.80265653,1.1932318
2006-01-31,2.2555332,36.248554,296.02426,24.135614,52.158524,0.58619475,0.87129235
2006-02-01,1.9006761,33.908722,285.04144,22.665512,52.772926,0.47312564,0.74732924
2006-02-02,1.5327733,30.36395,273.67303,20.094599,41.252014,0.39763415,0.4851998
2006-02-03,1.3251755,27.026718,264.45667,17.732235,44.283436,0.32118356,0.4584992
2006-02-04,1.549188,26.129116,257.13562,17.28235,51.63001,0.39133358,0.68293256
2006-02-05,1.2955458,20.97487,227.80344,13.650202,50.795296,0.27751526,0.6674531
2006-02-06,1.238983,19.136482,222.74567,12.167822,48.26559,0.28792062,0.58022934
2006-02-07,1.490776,18.583622,219.63864,11.813836,45.23302,0.36308718,0.71692777
2006-02-08,1.990926,18.686308,217.73412,11.981802,46.279404,0.4554516,1.0797193
2006-02-09,2.0638742,18.75491,216.37349,12.108896,44.392582,0.4414875,1.104671
2006-02-10,1.5180938,17.744946,213.33868,11.282063,38.987904,0.34636092,0.62139165
2006-02-11,1.051948,14.355575,201.76675,8.704506,29.659613,0.248892,0.30662033
2006-02-12,1.0815415,12.908579,198.3846,7.5447717,45.4501,0.23569287,0.45416644
2006-02-13,1.5450088,13.552426,198.26689,8.072212,54.936127,0.33342135,0.9108254
2006-02-14,1.6801004,13.605142,198.75824,8.033651,53.11277,0.3968511,0.90569484
2006-02-15,2.2734601,13.946852,198.34937,8.389226,54.9161,0.45292643,1.4377731
2006-02-16,3.3461556,15.596765,202.27412,9.669989,67.023186,0.85595393,2.048167
2006-02-17,3.3816886,17.235558,207.40338,10.892981,71.0548,0.77858263,2.0618072
2006-02-18,2.5226736,17.880705,210.65627,11.232236,66.75084,0.55039084,1.4481819
2006-02-19,2.0297742,16.778597,208.28798,10.225448,52.211067,0.54505616,0.8431813
2006-02-20,1.8500077,15.118428,202.5842,8.897747,42.16283,0.56035393,0.626495
2006-02-21,1.577008,14.335933,198.14514,8.330445,42.861732,0.4376354,0.52219975
2006-02-22,1.581695,14.331744,196.58896,8.397747,52.336365,0.4005452,0.76055205
2006-02-23,1.8445308,15.042172,197.38864,8.951617,58.23043,0.41445065,1.0525076
2006-02-24,2.3329587,15.756066,198.842,9.51011,61.518517,0.5500456,1.41237
2006-02-25,1.6589592,14.243646,192.9626,8.3564415,44.427227,0.4781241,0.6199293
2006-02-26,1.5009274,13.304159,187.82986,7.707972,41.79238,0.40782964,0.58114326
2006-02-27,1.6125275,13.4121895,185.5026,7.870306,49.803844,0.4084931,0.7940316
2006-02-28,1.3510389,11.991768,174.24667,6.9384747,39.86451,0.3850669,0.547895
2006-03-01,1.3199289,11.440496,169.57886,6.6068745,42.628704,0.35290295,0.522334
2006-03-02,1.6622279,11.973426,170.34387,7.0004334,49.460583,0.44122797,0.7651308
2006-03-03,1.5659956,12.042894,170.50621,6.9852686,45.26698,0.40127185,0.62443244
2006-03-04,1.547622,12.05647,170.36034,6.954506,43.415245,0.40096945,0.5959389
2006-03-05,1.6407018,11.927788,170.01285,6.8126807,38.99604,0.44756237,0.5774661
2006-03-06,1.4219179,12.11684,169.6856,6.9935007,42.84675,0.36698666,0.5446985
2006-03-07,1.2681164,11.949018,167.89876,6.9556613,46.142147,0.3053645,0.58600295
2006-03-08,1.5120324,12.079145,166.46202,7.180965,54.18112,0.34369585,0.9530957
2006-03-09,1.796083,12.525996,167.54477,7.549971,58.47792,0.39710608,1.1732244
2006-03-10,1.4380867,11.943963,165.53798,7.0543036,44.83848,0.37709418,0.685873
2006-03-11,1.3459682,12.114096,165.407,7.2033505,50.72749,0.32311976,0.67914367
2006-03-12,1.8000433,13.211294,168.014,8.060803,60.884758,0.3875289,1.1778167
2006-03-13,1.5094452,12.609763,166.43588,7.525852,47.806,0.39504352,0.6650396
2006-03-14,1.7502911,12.316725,165.02339,7.239457,42.387806,0.4878209,0.7437367
2006-03-15,1.6941481,12.000289,163.95769,6.9536395,35.887074,0.4851197,0.5932005
2006-03-16,1.5104212,12.064414,161.4353,7.0795784,45.6463,0.39504126,0.64272255
2006-03-17,1.7826988,12.8749275,163.6791,7.683853,52.92886,0.4340812,0.9635541
2006-03-18,1.6124892,12.379405,161.58087,7.2679086,40.375324,0.44974455,0.60527015
2006-03-19,1.3608937,12.353409,161.08131,7.2378683,41.18538,0.3632632,0.46162578
2006-03-20,1.6505814,12.967937,162.55763,7.698729,49.067684,0.4535628,0.6837551
2006-03-21,1.7033552,12.804593,162.12218,7.5096765,41.485847,0.49441254,0.609665
2006-03-22,1.8786513,13.187175,163.25043,7.73368,43.964157,0.5512168,0.70205307
2006-03-23,1.9403343,13.847487,164.85571,8.22097,50.06994,0.55275357,0.78549814
2006-03-24,1.8899616,14.02513,165.343,8.293327,46.598015,0.5219842,0.7319175
2006-03-25,1.8873032,14.086511,165.30415,8.306326,43.255585,0.551201,0.68332857
2006-03-26,1.6351459,13.374062,163.55359,7.790439,35.93016,0.49033704,0.5201473
2006-03-27,1.7233919,13.577268,163.25851,7.9656267,40.969997,0.5278244,0.5510588
2006-03-28,1.5429304,13.484114,160.38055,7.932409,44.446617,0.43225104,0.5412413
2006-03-29,1.7765313,14.116406,162.16435,8.43212,51.49928,0.5000293,0.7842243
2006-03-30,1.9941891,14.577268,163.2347,8.746533,50.765156,0.55360883,0.8868925
2006-03-31,2.0065465,14.521375,163.08853,8.63186,43.490627,0.5945037,0.71731025
2006-04-01,2.0725443,14.906557,163.77408,8.90208,46.563675,0.6090591,0.7845255
2006-04-02,1.9590825,15.328856,165.28708,9.191941,50.02754,0.53809667,0.7570847
2006-04-03,2.0505013,16.022387,166.98177,9.750578,53.675556,0.5287158,0.9206361
2006-04-04,1.6133783,15.256932,165.18388,9.169989,44.187664,0.44360647,0.5563879
2006-04-05,1.5521466,14.545494,162.66255,8.622906,39.012234,0.426289,0.47685474
2006-04-06,1.4831383,14.43342,161.63478,8.57539,40.639187,0.4137872,0.46715003
2006-04-07,1.8970022,14.621895,162.14482,8.66089,40.56982,0.5881445,0.6332277
2006-04-08,1.7232926,14.564991,161.79277,8.646158,42.954063,0.5254865,0.56985664
2006-04-09,2.0040665,15.672588,164.67278,9.502022,56.0081,0.5455842,0.95622563
2006-04-10,2.2231324,16.344309,166.55383,10.000578,55.556828,0.5803455,1.0918454
2006-04-11,2.3432355,16.882149,168.39844,10.335789,55.92701,0.64183456,1.0921229
2006-04-12,2.2325222,16.338388,165.81958,9.914789,44.16822,0.66185325,0.81114715
2006-04-13,2.3209963,16.913345,166.97888,10.332756,51.862766,0.6688917,0.92442274
2006-04-14,2.3881202,17.059504,167.26263,10.404824,49.242775,0.6923021,0.9434914
2006-04-15,2.506533,17.064125,167.44838,10.3564415,44.339016,0.7613825,0.95077133
2006-04-16,2.5899725,17.29405,167.04112,10.529896,42.538986,0.838316,0.8667813
2006-04-17,2.5370722,17.380417,167.36897,10.546938,43.53424,0.806908,0.91069335
2006-04-18,2.7389696,18.350376,169.35135,11.368717,56.463753,0.7840527,1.3561796
2006-04-19,2.9454546,19.862362,173.40535,12.612218,68.28717,0.77716094,1.6235253
2006-04-20,3.6719067,21.45335,177.85022,13.956528,74.376015,0.9127807,2.194315
2006-04-21,4.0481296,22.760687,181.6805,14.999133,74.42208,0.9588388,2.375932
2006-04-22,3.3967586,23.094887,183.22868,15.133449,67.494156,0.9121489,1.7380139
2006-04-23,3.3272111,22.600231,182.0004,14.642259,56.173473,0.92366225,1.6147165
2006-04-24,3.3901217,23.235413,183.99721,15.095321,60.97327,0.9245875,1.6004635
2006-04-25,3.2682157,23.118284,184.80495,14.862652,54.776203,0.92679,1.396173
2006-04-26,3.1853676,23.310081,185.9358,14.978191,54.959442,0.89373237,1.2996507
2006-04-27,2.8858545,23.194975,186.0529,14.860196,54.73424,0.7986803,1.1794393
2006-04-28,3.249014,24.019787,188.0981,15.464038,60.78828,0.9187879,1.3484573
2006-04-29,3.7144556,25.528307,192.35709,16.652514,71.01273,0.98102164,1.7697005
2006-04-30,4.0930505,26.604998,195.91663,17.452917,71.075554,0.9511256,2.0949483
2006-05-01,4.239387,26.16941,194.5855,17.11583,59.236916,1.0912722,1.9459951
2006-05-02,4.5589027,26.541739,195.56007,17.415512,57.949623,1.1166233,2.128744
2006-05-03,4.8138676,27.42331,197.97415,18.161612,60.3466,1.1782522,2.2642214
2006-05-04,4.8046355,28.623917,200.88763,19.155401,66.073586,1.1612078,2.176913
2006-05-05,4.6728587,29.75881,203.81384,20.072212,71.15839,1.0894669,2.111881
2006-05-06,5.1794753,30.919844,206.97098,21.03235,73.01121,1.2333189,2.4182281
2006-05-07,5.2769804,31.085934,207.6362,21.146446,65.08959,1.3897178,2.3293312
2006-05-08,4.8787236,30.003466,204.18993,20.336945,54.73041,1.3394917,2.0970006
2006-05-09,5.5856013,30.773685,205.91263,21.011698,65.71309,1.5211267,2.596573
2006-05-10,6.093064,32.02903,209.19107,22.123484,72.96814,1.5960021,3.0405226
2006-05-11,7.1493516,33.75419,213.17836,23.669123,79.12602,1.7402693,3.8059342
2006-05-12,7.836565,35.594887,217.40685,25.354565,82.15452,1.8134929,4.15449
2006-05-13,8.70864,37.456238,221.59937,27.102108,83.24696,2.0236316,4.558181
2006-05-14,9.23929,39.35471,225.85182,28.904245,84.19983,2.167021,4.691592
2006-05-15,9.204192,41.370308,230.36395,30.810802,85.91837,2.0845203,4.4868865
2006-05-16,9.12684,43.323658,234.92851,32.65627,86.24212,2.0306656,4.243694
2006-05-17,9.3448305,45.19844,239.47357,34.414932,85.39596,2.0998564,4.1526527
2006-05-18,8.595612,46.082756,242.26747,35.066723,80.18839,1.9855981,3.5827894
2006-05-19,8.17496,46.70927,245.07394,35.364384,78.18939,1.9662948,3.3491952
2006-05-20,8.744769,47.71606,248.49812,36.13056,79.67545,2.2236469,3.6625957
2006-05-21,6.608804,45.624493,247.44858,33.54463,68.65141,1.8259135,2.6965108
2006-05-22,5.6302986,39.92461,237.13417,28.016897,53.911953,1.7979537,2.2674394
2006-05-23,5.347153,37.22328,228.94945,26.010977,51.342133,1.7241704,2.0694165
2006-05-24,5.662756,37.531773,229.40872,26.337955,61.681263,1.6599509,2.2721624
2006-05-25,6.4582567,39.107162,233.07828,27.636192,73.688736,1.7938691,2.8369982
2006-05-26,7.5572963,40.852253,237.19974,29.084345,79.916855,2.0349283,3.5615747
2006-05-27,7.903806,42.56196,241.2448,30.533073,82.01679,1.9615874,3.714345
2006-05-28,8.326455,43.498554,242.74149,31.393414,76.3129,2.0942736,3.7296045
2006-05-29,8.180292,44.20985,243.90237,32.081455,72.05115,2.0510724,3.484973
2006-05-30,8.126045,45.05185,246.35457,32.834488,73.7712,2.0952935,3.3645675
2006-05-31,7.160675,44.88273,248.01358,32.66912,69.43474,1.9377888,2.906751
2006-06-01,6.040843,43.871605,247.56311,31.76993,61.792374,1.8270373,2.1938524
2006-06-02,5.803514,43.982815,248.01358,31.828712,65.92008,1.5777864,2.106843
2006-06-03,6.0862513,44.65569,250.4483,32.388794,68.461174,1.5610874,2.2473824
2006-06-04,5.780704,44.10514,251.61409,31.800694,68.55496,1.5680197,2.2318363
2006-06-05,5.7912335,42.472416,249,30.622618,59.771492,1.6521565,2.2378886
2006-06-06,5.835775,41.494366,247.6749,29.971403,57.53596,1.747116,2.2127135
2006-06-07,5.84185,41.29694,248.1138,29.88345,56.345577,1.764411,2.1476297
2006-06-08,5.1988916,40.93573,248.80243,29.438187,62.12031,1.4963036,1.9221706
2006-06-09,4.844215,40.709415,250.42967,29.124495,65.793915,1.3052245,1.8430775
2006-06-10,5.299118,41.360775,252.98512,29.634027,69.49468,1.413011,2.1156034
2006-06-11,5.050346,41.049828,252.79709,29.507944,63.10972,1.3536566,1.8770716
2006-06-12,4.7156854,39.699306,248.95451,28.645147,50.88425,1.3317537,1.5528822
2006-06-13,5.2176647,39.870884,249.0416,28.845465,55.513577,1.5741624,1.7223629
2006-06-14,5.6012893,40.915077,252.0741,29.633738,65.422585,1.6439649,2.0518916
2006-06-15,5.799741,42.177067,255.19107,30.58059,71.78143,1.6527206,2.2794583
2006-06-16,6.3790054,43.3264,258.3976,31.469238,73.87928,1.8101666,2.6413922
2006-06-17,6.695527,44.201473,260.75015,32.12926,72.45948,1.9467432,2.6997964
2006-06-18,7.2641873,45.499134,263.5166,33.124638,74.43705,2.0546424,2.9788551
2006-06-19,7.735095,46.548817,265.963,33.979492,72.6917,2.1615713,3.1718547
2006-06-20,8.004922,47.684288,268.64096,34.902657,74.55275,2.2726026,3.236388
2006-06-21,7.828892,48.699306,271.26633,35.682552,73.19128,2.2568128,3.0428085
2006-06-22,6.3001695,46.878395,266.1752,34.476604,55.906208,1.9891591,2.079981
2006-06-23,5.6121464,46.25101,266.10934,33.978336,58.643143,1.8410646,1.7817668
2006-06-24,6.125679,46.913055,268.87637,34.22097,67.419586,2.1595807,2.1380322
2006-06-25,6.80589,48.61294,272.98743,35.45335,76.384476,2.1398127,2.6651142
2006-06-26,7.536603,50.348785,277.27094,36.806614,80.37883,2.231157,3.0862715
2006-06-27,7.452827,50.439053,279.23758,36.919846,71.31289,2.3369439,2.7464797
2006-06-28,7.4684677,49.86814,277.84155,36.692375,63.923294,2.4065523,2.6361794
2006-06-29,7.445712,50.39717,279.86786,37.166813,67.0342,2.3604445,2.6337354
2006-06-30,7.8706717,51.474003,282.7373,38.040005,70.90871,2.543648,2.8147476
2006-07-01,8.578554,52.345177,284.72617,38.8303,68.867935,2.8081446,3.1698146
2006-07-02,9.040471,53.005775,285.24768,39.48787,65.07531,2.9467025,3.4149585
2006-07-03,9.894155,54.288563,286.6658,40.5829,69.980156,3.2201242,3.9045393
2006-07-04,10.652497,56.083477,290.71173,42.019352,77.32109,3.4306827,4.3802657
2006-07-05,10.77427,57.745667,294.58246,43.376804,80.18418,3.329718,4.413751
2006-07-06,11.132738,59.6567,298.80603,44.941364,82.768845,3.2928312,4.5380335
2006-07-07,11.5987015,61.37594,302.83276,46.40049,84.1454,3.4075272,4.660991
2006-07-08,12.39521,62.792892,305.0923,47.672443,84.24945,3.7623303,5.0697575
2006-07-09,12.305229,64.32192,308.64197,48.980503,83.11661,3.724518,4.860465
2006-07-10,12.158746,65.865974,312.8472,50.271954,82.8609,3.8213055,4.6575046
2006-07-11,11.914274,67.34676,316.88086,51.500435,82.20299,3.796884,4.360183
2006-07-12,12.177851,68.51834,320.1499,52.53004,80.07303,3.861379,4.307188
2006-07-13,12.440881,69.42779,322.98123,53.387638,77.95066,4.1043515,4.4134192
2006-07-14,10.817049,69.23108,324.0732,53.290295,73.873245,3.5528145,3.6152852
2006-07-15,8.752559,64.94136,316.2279,49.94642,58.00613,3.0488698,2.78415
2006-07-16,8.547094,63.632584,313.29,49.07539,63.31439,2.9823215,2.6451993
2006-07-17,9.472512,65.1632,317.06845,50.230648,74.071526,3.1993113,3.1498253
2006-07-18,10.5007105,66.881,321.00677,51.59402,79.784454,3.387109,3.7817013
2006-07-19,11.913988,68.82163,325.33234,53.16941,83.017075,3.964828,4.5513363
2006-07-20,12.754748,70.83203,329.75317,54.833046,85.02067,4.156444,4.8362603
2006-07-21,13.231118,72.6749,333.96317,56.39977,85.075874,4.24935,4.8935633
2006-07-22,13.716259,73.964905,337.39328,57.521374,82.21191,4.522395,4.9773297
2006-07-23,13.849773,74.707825,338.81613,58.286106,77.39127,4.6795835,4.8733683
2006-07-24,13.627462,75.545784,341.27094,59.025276,77.75246,4.80485,4.6867123
2006-07-25,12.01551,75.38287,343.17474,58.83232,76.31727,4.177575,3.9805636
2006-07-26,11.451324,75.354416,345.63937,58.668835,76.32813,3.9936633,3.7023215
2006-07-27,10.584722,75.89587,348.8615,59.011986,77.247025,3.418603,3.3783038
2006-07-28,9.473758,75.19252,350.09647,58.402657,72.04247,2.9205887,2.806337
2006-07-29,8.764526,73.477036,349.31326,56.912334,69.805016,2.714214,2.5732596
2006-07-30,8.101625,71.47155,348.59634,55.32611,67.0942,2.5876818,2.3739235
2006-07-31,7.8484416,69.85485,347.70856,54.200897,63.509693,2.6476026,2.2738822
2006-08-01,7.9570923,68.93487,345.79086,53.519207,63.769783,2.7055397,2.3281295
2006-08-02,8.591728,69.52542,347.25836,53.927208,68.706535,2.8722017,2.614845
2006-08-03,9.361889,70.80589,350.1515,54.824955,74.740265,3.046162,3.0007153
2006-08-04,9.952369,72.70609,354.4629,56.189053,80.38164,3.1514523,3.335987
2006-08-05,10.696761,74.53799,358.46838,57.63287,81.29497,3.3399544,3.617614
2006-08-06,10.587842,75.604996,361.78134,58.486134,78.6697,3.3120983,3.49504
2006-08-07,10.540527,75.57813,363.05862,58.461006,75.39047,3.3061001,3.422051
2006-08-08,11.487201,77.02369,366.35196,59.63807,78.46093,3.7343862,3.775844
2006-08-09,11.617237,77.952194,369.23425,60.37854,77.56674,3.8664653,3.768904
2006-08-10,10.864139,77.394714,369.53943,60.09994,71.19948,3.8452709,3.4768693
2006-08-11,8.026473,75.150345,368.8807,57.951183,66.807175,2.6477604,2.2858038
2006-08-12,8.539708,74.69396,371.28568,56.868286,73.22148,2.661815,2.630802
2006-08-13,9.488686,75.744225,375.2123,57.421867,77.888504,2.866059,3.0816882
2006-08-14,10.005612,76.58449,378.70334,57.812534,78.448006,2.9096575,3.2662184
2006-08-15,10.51781,77.67302,382.0029,58.684143,77.4384,3.1687744,3.3673997
2006-08-16,8.547728,76.494804,382.88864,57.264153,71.683495,2.5586095,2.5144334
2006-08-17,7.5731425,74.61366,382.59476,55.60052,68.84167,2.355584,2.2213812
2006-08-18,6.5805125,69.71693,372.2461,52.15728,57.636154,2.183939,1.87697
2006-08-19,7.124702,68.150345,368.50925,51.154102,57.398083,2.4587622,2.142225
2006-08-20,7.357649,68.26762,369.51083,51.24509,61.86053,2.501029,2.1929498
2006-08-21,7.481818,67.53178,368.1463,50.636627,60.049305,2.6148045,2.2567925
2006-08-22,7.4101944,67.72545,367.35327,50.87955,62.47318,2.5161304,2.2634022
2006-08-23,7.7000084,68.70436,369.50723,51.468227,68.025055,2.4362137,2.448316
2006-08-24,7.340189,68.84705,371.52844,51.13836,68.8976,2.262687,2.3389637
2006-08-25,8.196211,69.89428,374.33536,51.745956,72.74557,2.5556715,2.7090938
2006-08-26,9.261534,71.73224,377.94354,53.136772,76.62664,2.9142385,3.1657279
2006-08-27,9.418598,72.29506,379.51718,53.665222,70.632324,3.0372617,3.1033769
2006-08-28,8.667396,72.077415,379.89832,53.4961,68.88336,2.818823,2.7659545
2006-08-29,7.11786,69.18819,375.48932,51.34532,64.30443,2.525139,2.1865296
2006-08-30,6.512353,67.60211,372.55054,50.292316,58.964714,2.3040512,1.8882511
2006-08-31,6.9812136,67.99119,374.1928,50.531487,66.07806,2.2879703,2.1770022
2006-09-01,7.8786173,69.13504,376.79825,51.415222,72.107735,2.655081,2.720578
2006-09-02,8.9276,70.75462,380.53265,52.55055,77.19641,2.8696969,3.2526696
2006-09-03,8.083216,69.842285,381.3927,51.8212,73.48799,2.7310126,3.0096788
2006-09-04,8.169039,69.301414,380.4987,51.596764,68.84645,2.8977966,2.9092288
2006-09-05,8.145626,67.644135,376.61237,50.498554,60.6956,2.9917316,2.9724576
2006-09-06,8.755335,68.08218,376.56558,50.891247,69.4682,3.0706894,3.3003762
2006-09-07,9.330495,70.09301,380.34402,52.27354,77.40986,3.1519873,3.5303812
2006-09-08,10.933653,72.25751,384.50507,53.832466,81.071655,3.8876598,4.4487357
2006-09-09,10.841516,73.887924,388.0585,55.08709,80.50867,3.898099,4.345756
2006-09-10,9.295823,73.19902,388.53467,54.679375,72.17034,3.465654,3.4833188
2006-09-11,9.505632,71.65222,383.99164,53.83781,64.50524,3.7669518,3.5445528
2006-09-12,9.243093,72.63157,385.9158,54.663055,70.629425,3.2803202,3.2715893
2006-09-13,8.500135,73.28524,388.2224,55.20191,73.39477,2.898072,2.9339976
2006-09-14,8.973601,74.30214,391.10672,56.001877,74.24156,3.00364,3.1591272
2006-09-15,9.092691,75.03972,393.42273,56.49119,75.17839,3.030142,3.1816542
2006-09-16,8.402256,74.95147,394.14456,56.47155,69.86446,2.833927,2.7338312
2006-09-17,7.368336,72.97833,390.39688,55.18992,60.625523,2.704066,2.1971245
2006-09-18,5.5694213,68.15699,379.7175,51.674755,48.46747,2.171708,1.5053911
2006-09-19,6.0684237,67.56152,379.2695,50.84893,63.946423,2.1219761,1.8700511
2006-09-20,7.5597944,69.558495,383.3934,52.128395,75.50065,2.373646,2.7866478
2006-09-21,8.195545,70.62883,385.86264,52.906124,74.177376,2.6628077,3.0126824
2006-09-22,8.391877,70.60153,385.22168,53.078423,71.82012,2.9846187,3.1176343
2006-09-23,8.688788,70.111786,383.25043,52.92288,67.86744,3.3241127,3.2448933
2006-09-24,7.4625373,68.01098,375.1372,51.706238,55.63453,3.0965505,2.5285523
2006-09-25,6.280512,65.563835,362.3222,50.282063,46.189396,2.6128027,1.8366855
2006-09-26,4.8170247,63.39717,357.94196,48.19786,53.714825,1.8596029,1.3622793
2006-09-27,5.1481013,62.013577,358.77542,46.143124,65.28477,1.7524168,1.799539
2006-09-28,5.8221335,62.56196,362.02628,46.04087,73.09935,1.7747328,2.290079
2006-09-29,5.7205777,63.026573,362.1206,46.455082,70.00624,1.7659252,2.1182346
2006-09-30,5.4426765,62.425186,360.28812,46.088245,60.75751,1.8735106,1.7258122
2006-10-01,6.099473,63.32178,362.05713,46.746246,65.89028,2.1016798,2.0910838
2006-10-02,6.08325,63.200752,361.5788,46.70191,61.98973,2.202001,1.9940583
2006-10-03,6.4448657,63.72328,362.2648,47.13287,64.12073,2.3680224,2.1994781
2006-10-04,6.6699457,64.05618,360.91602,47.514297,63.45775,2.4778533,2.3509905
2006-10-05,7.1853404,64.707825,361.7011,48.050404,64.71921,2.7544568,2.6484396
2006-10-06,6.6006913,63.944107,357.50296,47.649624,54.438175,2.6657956,2.1749463
2006-10-07,6.862965,64.733246,357.91803,48.275852,61.043274,2.679227,2.3558908
2006-10-08,6.7120566,64.7773,356.85275,48.37796,58.48545,2.6477695,2.226188
2006-10-09,6.817848,64.832466,354.75687,48.588245,56.5395,2.820256,2.2646806
2006-10-10,6.6938996,64.932556,353.99835,48.764297,56.61462,2.827132,2.1883078
2006-10-11,6.71931,65.76127,355.71976,49.330444,65.36991,2.6859293,2.4019082
2006-10-12,6.506321,63.63735,351.80453,47.596043,56.60738,2.6586466,2.3261425
2006-10-13,6.8240967,63.555748,349.78778,47.539574,61.55224,2.6515448,2.5215747
2006-10-14,7.6832237,63.99928,350.08514,47.800694,68.38767,2.8987603,3.3498712
2006-10-15,8.638761,65.64009,352.9114,49.091423,75.63091,3.038988,3.9267619
2006-10-16,7.770107,65.704796,350.36127,49.315857,67.20629,2.6701486,3.3102727
2006-10-17,6.2360334,64.227036,344.08557,48.263287,55.31085,2.3381197,2.122335
2006-10-18,7.236555,65.79824,346.613,49.47169,69.90237,2.6569135,2.7735288
2006-10-19,8.407791,67.47415,350.2349,50.80676,73.25407,2.9700837,3.520049
2006-10-20,7.8474126,67.59734,349.26782,51.010834,62.261314,2.9017682,2.927563
2006-10-21,5.4274983,64.72415,341.28995,48.619297,47.978607,2.0584695,1.5828121
2006-10-22,3.587824,57.59301,331.9287,41.78423,45.39792,1.2149814,0.9322973
2006-10-23,3.7915404,57.21967,331.55048,41.4288,57.332527,1.2174006,1.1678988
2006-10-24,4.5665755,57.904392,332.95355,42.00751,67.46829,1.3963501,1.8658595
2006-10-25,4.7390304,57.825245,332.7788,42.009533,64.732635,1.4338217,1.8646431
2006-10-26,4.423326,57.311092,333.1539,41.370594,60.78573,1.4613798,1.468399
2006-10-27,4.40917,56.54116,330.13266,40.879692,52.806984,1.5298712,1.2617943
2006-10-28,4.895276,57.38345,331.75153,41.52802,61.138306,1.7286589,1.6312498
2006-10-29,4.386552,56.856586,329.08472,41.236134,54.81526,1.5194997,1.3321497
2006-10-30,4.554628,56.94743,328.92383,41.356876,58.2522,1.5793684,1.5248852
2006-10-31,4.470756,56.038128,327.97278,40.573513,57.53024,1.499842,1.5323874
2006-11-01,5.0614033,56.842144,329.68863,41.179955,63.63787,1.6367571,1.9707527
2006-11-02,5.342087,57.2461,329.36047,41.512566,59.716263,1.8405839,1.995815
2006-11-03,6.063362,57.69945,328.46634,41.91118,56.334763,2.2829177,2.3297362
2006-11-04,5.2347655,57.600376,326.0114,41.87666,51.646378,1.9226513,1.6801118
2006-11-05,5.3591604,57.799973,325.18515,42.072647,50.925373,2.0274363,1.6836829
2006-11-06,5.4988785,58.833477,326.8647,42.88374,60.216473,1.9850633,1.9299165
2006-11-07,5.4904003,58.680386,325.6206,42.80329,50.491642,2.0889456,1.7270759
2006-11-08,4.607662,58.043327,320.44498,42.414932,40.67859,1.6499178,1.2465925
2006-11-09,4.4080305,58.2396,321.5787,42.457973,48.75752,1.5741465,1.23791
2006-11-10,4.536907,58.503323,321.77136,42.66739,52.1841,1.6551578,1.328125
2006-11-11,4.262951,56.52845,316.19525,41.16609,41.5969,1.6340288,1.1741621
2006-11-12,4.1785884,55.18443,312.93256,40.019207,44.653877,1.6206176,1.213131
2006-11-13,4.0818076,54.863808,313.8586,39.850086,61.443184,1.43648,1.4828868
2006-11-14,4.429509,55.6593,317.72314,40.32091,69.39953,1.4473457,1.8099399
2006-11-15,4.555712,56.509964,320.42188,40.95306,66.886765,1.4243438,1.794677
2006-11-16,4.509063,56.734547,321.39355,41.096043,62.665096,1.4525744,1.6385207
2006-11-17,4.3007746,55.730503,320.74048,40.177788,57.847702,1.5368916,1.3582997
2006-11-18,4.0329313,54.795784,318.2285,39.437897,49.623367,1.4379627,1.1334364
2006-11-19,3.3512218,52.139225,313.80487,37.316,42.632248,1.1184151,0.9446152
2006-11-20,3.2996957,50.507366,311.95016,36.003178,52.274704,1.1026547,1.0016575
2006-11-21,3.5495424,51.287697,314.4399,36.62897,63.78859,1.1021538,1.307637
2006-11-22,3.649321,51.381573,315.92145,36.79506,65.488655,1.0550779,1.5006375
2006-11-23,3.7866094,50.84749,314.3537,36.38388,57.518364,1.1811047,1.3747811
2006-11-24,3.602957,50.053005,311.6193,35.7539,46.825027,1.2287469,1.0016406
